Date,Open,High,Low,Close,Adj Close,Volume,upper,lower,rsi,signal
2013-07-18,5984.7001953125,6051.10009765625,5974.5498046875,6038.0498046875,6038.0498046875,171700,6117.668387364193,5546.446602870182,68.44616068151856,0
2013-07-19,6057.2001953125,6066.85009765625,6020.25,6029.2001953125,6029.2001953125,163300,6137.692407375059,5562.577612156191,66.37582938652046,0
2013-07-22,6009.75,6064.14990234375,6004.25,6031.7998046875,6031.7998046875,115200,6143.07371452322,5601.35128547678,66.73056227471139,0
2013-07-23,6064.2998046875,6093.35009765625,6061.2998046875,6077.7998046875,6077.7998046875,126500,6151.337087920867,5639.957882782259,72.81946296457251,0
2013-07-24,6032.2001953125,6047.25,5962.60009765625,5990.5,5990.5,151900,6129.59910208169,5701.875849090185,51.39705271927172,0
2013-07-25,5970.39990234375,5990.64990234375,5896.39990234375,5907.5,5907.5,237100,6110.7071835831475,5743.282757823102,38.48136813031065,0
2013-07-26,5937.9501953125,5944.5,5869.5,5886.2001953125,5886.2001953125,174500,6109.656718381381,5748.733223024869,35.717371669146814,0
2013-07-29,5869.9501953125,5886.0,5825.7998046875,5831.64990234375,5831.64990234375,173400,6111.1137193474515,5740.5562025275485,29.258681612506123,0
2013-07-30,5836.0498046875,5861.2998046875,5747.60009765625,5755.0498046875,5755.0498046875,181500,6119.145118869404,5722.274803005596,22.425528892315626,0
2013-07-31,5738.35009765625,5752.10009765625,5675.75,5742.0,5742.0,235500,6122.652523172011,5715.877408468615,21.403625923593694,0
2013-08-01,5776.89990234375,5808.5,5676.85009765625,5727.85009765625,5727.85009765625,216800,6131.819934901107,5695.799986973893,20.205591721858283,0
2013-08-02,5750.0498046875,5761.85009765625,5649.0,5677.89990234375,5677.89990234375,222500,6146.014643215509,5662.605278659492,16.332919933695337,0
2013-08-05,5682.39990234375,5721.0,5661.5,5685.39990234375,5685.39990234375,197200,6155.938384459324,5640.066547181302,19.12581335570995,0
2013-08-06,5664.89990234375,5664.89990234375,5521.7998046875,5542.25,5542.25,216200,6185.148047704046,5579.181883936579,10.838865388676425,0
2013-08-07,5549.2998046875,5561.4501953125,5486.85009765625,5519.10009765625,5519.10009765625,245000,6210.381149375418,5524.188772499581,9.998177314743685,Buy
2013-08-08,5510.0498046875,5577.60009765625,5510.0498046875,5565.64990234375,5565.64990234375,204900,6215.506463132467,5482.118439211284,24.186954060558875,Buy
2013-08-12,5606.7001953125,5644.10009765625,5557.10009765625,5612.39990234375,5612.39990234375,195700,6202.041670600314,5455.923221977811,36.29120783161746,0
2013-08-13,5600.25,5704.75,5578.89990234375,5699.2998046875,5699.2998046875,223000,6177.07466499371,5447.740227584414,53.02174470816779,0
2013-08-14,5715.39990234375,5754.5498046875,5690.2001953125,5742.2998046875,5742.2998046875,223700,6161.265167834636,5442.254705212239,59.35905178271452,0
2013-08-16,5705.4501953125,5716.60009765625,5496.0498046875,5507.85009765625,5507.85009765625,248100,6151.253484577615,5405.721417766135,31.530139059644213,0
2013-08-19,5497.5498046875,5499.64990234375,5360.64990234375,5414.75,5414.75,219700,6132.724816674505,5361.9201052004955,25.772466574249478,0
2013-08-20,5353.4501953125,5417.7998046875,5306.35009765625,5401.4501953125,5401.4501953125,261100,6106.88796631187,5324.981955563131,24.990178338575546,0
2013-08-21,5494.4501953125,5504.10009765625,5268.4501953125,5302.5498046875,5302.5498046875,255000,6082.235708285792,5276.709213589208,19.663990683193802,0
2013-08-22,5282.7998046875,5418.9501953125,5254.0498046875,5408.4501953125,5408.4501953125,284500,6019.586102336581,5272.423858600919,36.934956015295896,0
2013-08-23,5428.75,5478.7998046875,5377.7998046875,5471.75,5471.75,251500,5963.779863608601,5276.355097328898,45.360519807238724,0
2013-08-26,5499.39990234375,5528.7001953125,5454.4501953125,5476.5,5476.5,242000,5919.654466881755,5277.380494055746,46.010044584477356,0
2013-08-27,5426.5,5427.39990234375,5274.25,5287.4501953125,5287.4501953125,306000,5888.428303914045,5248.731657023456,29.347920437073896,0
2013-08-28,5233.4501953125,5317.7001953125,5118.85009765625,5285.0,5285.0,336000,5859.8660589311085,5222.628911772016,29.183550813051625,0
2013-08-29,5316.5,5428.89990234375,5303.0,5409.0498046875,5409.0498046875,326500,5831.052310010364,5216.842660692761,47.16246326742226,0
2013-08-30,5407.4501953125,5493.2998046875,5360.2001953125,5471.7998046875,5471.7998046875,336400,5800.450396346439,5220.424554825435,54.21789957659407,0
2013-09-02,5480.25,5564.89990234375,5478.85009765625,5550.75,5550.75,214200,5773.920970077798,5229.243971328452,61.899220329049776,0
2013-09-03,5574.7001953125,5580.9501953125,5323.75,5341.4501953125,5341.4501953125,250300,5752.771695740334,5216.748274962791,40.35811705457426,0
2013-09-04,5358.64990234375,5460.25,5318.89990234375,5448.10009765625,5448.10009765625,237200,5723.983499752992,5221.806490481382,50.82266831750533,0
2013-09-05,5553.75,5625.75,5552.7001953125,5592.9501953125,5592.9501953125,274900,5730.459594667613,5220.400415098013,61.75834221024575,0
2013-09-06,5617.4501953125,5688.60009765625,5566.14990234375,5680.39990234375,5680.39990234375,253000,5754.067540472504,5212.922449761871,67.06434745848506,0
2013-09-10,5738.5,5904.85009765625,5738.2001953125,5896.75,5896.75,275200,5826.528513025912,5173.571486974089,76.67311513370251,0
2013-09-11,5887.25,5924.35009765625,5832.7001953125,5913.14990234375,5913.14990234375,265000,5887.787617381229,5142.38738261877,77.27615855410556,Sell
2013-09-12,5931.14990234375,5932.0,5815.7998046875,5850.7001953125,5850.7001953125,273000,5916.653551370333,5128.661487692167,69.11192842011181,Sell
2013-09-13,5828.0,5884.2998046875,5822.89990234375,5850.60009765625,5850.60009765625,190800,5937.455458950036,5118.68960940934,69.09788705830564,0
2013-09-16,5930.2998046875,5957.25,5798.14990234375,5840.5498046875,5840.5498046875,219500,5977.0261017648845,5112.3889372976155,67.44686065745165,0
2013-09-17,5824.2001953125,5857.7998046875,5804.89990234375,5850.2001953125,5850.2001953125,157900,6014.805080084983,5118.154978508766,68.31909708136382,0
2013-09-18,5872.75,5916.89990234375,5840.2001953125,5899.4501953125,5899.4501953125,153600,6056.129424898265,5126.630633695486,72.78484974287342,0
2013-09-19,6044.14990234375,6142.5,6040.14990234375,6115.5498046875,6115.5498046875,287200,6131.344213304135,5132.715845289615,84.37893895365364,0
2013-09-20,6104.5498046875,6130.9501953125,5932.85009765625,6012.10009765625,6012.10009765625,318600,6177.349759605804,5147.075289222321,67.78909605614209,0
2013-09-23,5945.7998046875,5989.39990234375,5871.39990234375,5889.75,5889.75,188300,6199.629481332338,5166.595567495786,53.00003315727292,0
2013-09-24,5855.0,5938.39990234375,5854.5498046875,5892.4501953125,5892.4501953125,187600,6218.892750126331,5188.927318233044,53.27002365478054,0
2013-09-25,5901.5498046875,5910.5498046875,5811.10009765625,5873.85009765625,5873.85009765625,200200,6214.014864573016,5252.445194020734,50.85518851146705,0
2013-09-26,5872.7998046875,5917.64990234375,5864.10009765625,5882.25,5882.25,220600,6198.727139366402,5327.457919227348,52.033560311505596,0
2013-09-27,5905.5498046875,5909.2001953125,5819.2998046875,5833.2001953125,5833.2001953125,163100,6187.4499740215615,5381.1501236346885,44.54869565923038,0
2013-09-30,5801.0498046875,5810.2001953125,5718.5,5735.2998046875,5735.2998046875,155700,6173.965729277369,5420.984368378881,33.1332507168338,0
2013-10-01,5756.10009765625,5786.4501953125,5700.9501953125,5780.0498046875,5780.0498046875,159200,6167.325695378509,5450.55438274649,41.37352211559921,0
2013-10-03,5819.10009765625,5917.60009765625,5802.7001953125,5909.7001953125,5909.7001953125,199800,6122.253916478817,5552.451161646183,58.95778399158025,0
2013-10-04,5891.2998046875,5950.4501953125,5885.0,5907.2998046875,5907.2998046875,191500,6079.585828443989,5641.039220384137,58.5675039049759,0
2013-10-07,5889.0498046875,5912.0,5825.85009765625,5906.14990234375,5906.14990234375,156400,6056.087947138196,5695.857072393053,58.345478469750745,0
2013-10-08,5975.0,5981.7001953125,5913.0,5928.39990234375,5928.39990234375,158500,6044.322736591423,5732.422282939828,61.715404583633536,0
2013-10-09,5893.25,6015.5,5877.10009765625,6007.4501953125,6007.4501953125,192000,6058.716074568391,5729.098964494108,71.53383229424225,0
2013-10-10,6001.0498046875,6033.9501953125,5979.7998046875,6020.9501953125,6020.9501953125,159600,6073.537152086175,5725.057916273199,72.95522097630712,0
2013-10-11,6104.85009765625,6107.60009765625,6046.39990234375,6096.2001953125,6096.2001953125,180800,6104.937640292807,5718.207428066568,79.72645152490658,0
2013-10-14,6093.0,6124.10009765625,6082.89990234375,6112.7001953125,6112.7001953125,142200,6135.391953048891,5713.963125076109,80.97949162658328,0
2013-10-15,6147.5498046875,6156.2998046875,6056.5498046875,6089.0498046875,6089.0498046875,218300,6156.074218922492,5718.130859202508,73.19788369932323,0
2013-10-17,6098.5,6110.75,6032.5498046875,6045.85009765625,6045.85009765625,230600,6166.988313140825,5726.781755218551,60.46269147937419,0
2013-10-18,6070.89990234375,6201.4501953125,6070.89990234375,6189.35009765625,6189.35009765625,250300,6205.232033203581,5717.52802539017,76.65377673353026,0
2013-10-21,6202.0,6218.9501953125,6163.2998046875,6204.9501953125,6204.9501953125,197000,6224.433857386624,5707.266240269626,77.83774346080904,0
2013-10-22,6192.2998046875,6220.10009765625,6181.7998046875,6202.7998046875,6202.7998046875,161900,6254.405627497424,5696.364440861952,77.19021863866962,0
2013-10-23,6209.5498046875,6217.9501953125,6116.60009765625,6178.35009765625,6178.35009765625,188300,6279.822767343476,5699.8073107815235,69.32202609218727,0
2013-10-24,6162.7998046875,6252.4501953125,6142.9501953125,6164.35009765625,6164.35009765625,148900,6299.6255985502185,5707.1944698091565,64.78449700995003,0
2013-10-25,6154.0,6174.75,6125.9501953125,6144.89990234375,6144.89990234375,144500,6313.021762278447,5720.903286549678,58.41044151600336,0
2013-10-28,6155.10009765625,6168.75,6094.10009765625,6101.10009765625,6101.10009765625,146300,6319.138157935069,5736.671900658681,46.14241908184147,0
2013-10-29,6107.5498046875,6228.0498046875,6079.2001953125,6220.89990234375,6220.89990234375,197300,6335.551952469157,5759.028076827717,68.11963094596065,0
2013-10-30,6230.7998046875,6269.2001953125,6222.60009765625,6251.7001953125,6251.7001953125,177600,6335.011241129139,5811.208827230235,71.68440076816825,0
2013-10-31,6237.14990234375,6309.0498046875,6235.89990234375,6299.14990234375,6299.14990234375,239600,6340.791125357136,5857.338952767864,76.53493753552831,0
2013-11-01,6289.75,6332.60009765625,6286.9501953125,6307.2001953125,6307.2001953125,191600,6360.474831367885,5877.405246757115,77.3257198512598,0
2013-11-05,6282.14990234375,6304.75,6244.2998046875,6253.14990234375,6253.14990234375,181100,6363.041343361427,5909.423744529198,60.81357824117679,0
2013-11-06,6260.5498046875,6269.7001953125,6208.7001953125,6215.14990234375,6215.14990234375,157100,6353.185568386494,5950.17951950413,51.53016367342212,0
2013-11-07,6228.89990234375,6288.9501953125,6180.7998046875,6187.25,6187.25,168800,6336.871026134619,5992.379071521631,45.42121759361488,0
2013-11-08,6170.14990234375,6185.14990234375,6120.9501953125,6140.75,6140.75,150100,6327.497630898479,6015.082447226521,36.71580530714819,0
2013-11-11,6110.39990234375,6141.64990234375,6067.75,6078.7998046875,6078.7998046875,146100,6320.497897555215,6027.867141507286,28.104372183376782,0
2013-11-12,6087.25,6108.7001953125,6011.75,6018.0498046875,6018.0498046875,153800,6329.006623450988,6011.543376549012,22.0253904393811,0
2013-11-13,5998.85009765625,6042.25,5972.4501953125,5989.60009765625,5989.60009765625,162500,6340.7853581454465,5987.4546320889285,19.638276819079707,0
2013-11-14,6037.0,6101.64990234375,6036.64990234375,6056.14990234375,6056.14990234375,154900,6342.661147671148,5982.288852328853,38.38370246299786,0
2013-11-18,6111.0498046875,6196.7998046875,6110.39990234375,6189.0,6189.0,164000,6341.492958811588,5997.772031422786,60.47151063339992,0
2013-11-19,6197.25,6212.39990234375,6180.2001953125,6203.35009765625,6203.35009765625,161500,6342.644563932402,5998.020426301972,62.2266698640124,0
2013-11-20,6186.85009765625,6204.35009765625,6106.9501953125,6122.89990234375,6122.89990234375,155800,6338.978191636967,5993.481769300533,47.91396011546096,0
2013-11-21,6096.5,6097.35009765625,5985.39990234375,5999.0498046875,5999.0498046875,137200,6343.145262354451,5968.939698583049,33.625981981190534,0
2013-11-22,6027.35009765625,6049.60009765625,5972.7998046875,5995.4501953125,5995.4501953125,134800,6346.847492657471,5946.947478045655,33.279858985211646,0
2013-11-25,6035.9501953125,6123.5,6035.9501953125,6115.35009765625,6115.35009765625,127200,6344.697655071917,5944.197315631207,52.72882689022466,0
2013-11-26,6099.25,6112.7001953125,6047.75,6059.10009765625,6059.10009765625,150700,6344.01064728313,5936.304342951245,45.29555331698124,0
2013-11-27,6062.7001953125,6074.0,6030.2998046875,6057.10009765625,6057.10009765625,124900,6344.517165254577,5931.397824979797,45.02473881017715,0
2013-11-28,6092.0,6112.9501953125,6068.2998046875,6091.85009765625,6091.85009765625,195300,6335.198024107492,5927.811985658133,51.118269303085164,0
2013-11-29,6103.89990234375,6182.5,6103.7998046875,6176.10009765625,6176.10009765625,190700,6324.722242108867,5930.7277578911335,63.03773131165413,0
2013-12-02,6171.14990234375,6228.7001953125,6171.14990234375,6217.85009765625,6217.85009765625,145900,6308.759210375088,5938.560809156162,67.71863576177307,0
2013-12-03,6204.25,6225.39990234375,6191.39990234375,6201.85009765625,6201.85009765625,156900,6286.7373263183035,5950.047683447321,63.991800182494416,0
2013-12-04,6187.9501953125,6209.14990234375,6149.89990234375,6160.9501953125,6160.9501953125,186200,6271.290388233692,5956.274650828807,54.74921496782184,0
2013-12-05,6262.4501953125,6300.5498046875,6232.0,6241.10009765625,6241.10009765625,186100,6276.483225058399,5953.676833535352,66.22192473906789,0
2013-12-06,6234.39990234375,6275.35009765625,6230.75,6259.89990234375,6259.89990234375,158500,6289.9265183405,5947.498530487625,68.471859049767,0
2013-12-09,6415.0,6415.25,6345.0,6363.89990234375,6363.89990234375,198300,6333.2022634195955,5926.537775642905,78.1385085959898,0
2013-12-10,6354.7001953125,6362.25,6307.5498046875,6332.85009765625,6332.85009765625,242400,6363.455772864148,5921.689295495228,70.40481836862392,Sell
2013-12-11,6307.2001953125,6326.60009765625,6280.25,6307.89990234375,6307.89990234375,148200,6381.553345603137,5932.576732521862,64.27097262509098,0
2013-12-12,6276.75,6286.85009765625,6230.5498046875,6237.0498046875,6237.0498046875,148500,6382.024466222491,5956.850582605634,49.558220432969115,0
2013-12-13,6201.2998046875,6208.60009765625,6161.39990234375,6168.39990234375,6168.39990234375,169700,6380.862778047143,5969.237270780981,39.14024546540399,0
2013-12-16,6168.35009765625,6183.25,6146.0498046875,6154.7001953125,6154.7001953125,146500,6379.229956433062,5967.440111926313,37.26432892267356,0
2013-12-17,6178.2001953125,6190.5498046875,6133.0,6139.0498046875,6139.0498046875,154200,6376.049625203328,5964.190413859173,34.96689918804114,0
2013-12-18,6129.9501953125,6236.0,6129.9501953125,6217.14990234375,6217.14990234375,243300,6380.525790983456,5969.139248079044,52.50269685167972,0
2013-12-19,6253.89990234375,6263.75,6150.7001953125,6166.64990234375,6166.64990234375,437000,6371.687893109315,5994.73715571881,43.41849325347021,0
2013-12-20,6179.9501953125,6284.5,6170.35009765625,6274.25,6274.25,172000,6367.527176126004,6026.777853170871,60.77246259555098,0
